objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
cities277,"Williamson's General Merchandise. Moscow, Idaho.",1911,,,Moscow,46.732189,-117.001192,storefronts;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-51,Mike Fritz,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities277.jpg,image,/objects/cities277.jpg,/objects/small/cities277_sm.jpg,/objects/thumbs/cities277_th.jpg
cities279,"Destruction caused by fire. Grangeville, Idaho.",1910,,"Fire in business section with $40,000 damage",Grangeville,45.926645,-116.12404,fires,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-01d,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities279.jpg,image,/objects/cities279.jpg,/objects/small/cities279_sm.jpg,/objects/thumbs/cities279_th.jpg
cities280,"Williamson's General Merchandise. Moscow, Idaho",1920,yes,,Moscow,46.732189,-117.001192,department stores;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-52,Mike Fritz,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities280.jpg,image,/objects/cities280.jpg,/objects/small/cities280_sm.jpg,/objects/thumbs/cities280_th.jpg
cities281,"4th of July picnic. Moscow, Idaho.",1894,,"L-R: Lee Rauch, Samuella Huffaken, George Martin, John Mix, Margaret McCallie, Will Duncan, John Cochran, Nellie Mills, Allie Lygate?",Moscow,46.732844,-116.990265,picnic areas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-53a,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities281.jpg,image,/objects/cities281.jpg,/objects/small/cities281_sm.jpg,/objects/thumbs/cities281_th.jpg
cities282,"4th of July parade. Moscow, Idaho.",1910,,,Moscow,46.732263,-117.001326,parades;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-54,Verna McGrane,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities282.jpg,image,/objects/cities282.jpg,/objects/small/cities282_sm.jpg,/objects/thumbs/cities282_th.jpg
cities299,"Boat excursions up the St. Joe River. Crowd of people on bank. Boat 'Idaho' at left, boat 'The Spokane' in center. Ferrel, Idaho.",1908-07-04,,,Ferrel,47.320716,-116.348842,boats;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-003-2b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities299.jpg,image,/objects/cities299.jpg,/objects/small/cities299_sm.jpg,/objects/thumbs/cities299_th.jpg
cities303,"Aerial view of Peck, Idaho.",1914,,,Peck,46.475176,-116.424311,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-1a,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities303.jpg,image,/objects/cities303.jpg,/objects/small/cities303_sm.jpg,/objects/thumbs/cities303_th.jpg
cities308,"Panoramic view of Peck, Idaho taken by D.P. Shrewsberry (1880-1942)",1917,,,Peck,46.475176,-116.424311,,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-1c,Jim Lyle,6x18 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities308.jpg,image,/objects/cities308.jpg,/objects/small/cities308_sm.jpg,/objects/thumbs/cities308_th.jpg
cities313,"Lewiston Bakery and Cracker Factory. Lewiston, Idaho.",1895,yes,Delivery wagon on right is the Northern Express Co.,Lewiston,46.415063,-117.001852,horse-drawn vehicles; bakeries;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-10,Mike Fritz,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities313.jpg,image,/objects/cities313.jpg,/objects/small/cities313_sm.jpg,/objects/thumbs/cities313_th.jpg
cities323,"Office Saloon. Grangeville, Idaho.",1904,,Owned by Matt Geary. First man is Kid Smith; farthest (behind bar)is Matt Geary,Grangeville,45.926922,-116.121444,interiors; saloons (bars),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-03a,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities323.jpg,image,/objects/cities323.jpg,/objects/small/cities323_sm.jpg,/objects/thumbs/cities323_th.jpg
cities325,Highway 95 on the Lewiston Hill.,1917,,,Lewiston,46.470718,-117.033234,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-2c,Jim Lyle,6.5x8.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities325.jpg,image,/objects/cities325.jpg,/objects/small/cities325_sm.jpg,/objects/thumbs/cities325_th.jpg
cities336,"Old courthouse. Lewiston, Idaho.",1880,yes,Formerly the Luna House. Now destroyed,Lewiston,46.417805,-117.029876,homesteads;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-3a,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities336.jpg,image,/objects/cities336.jpg,/objects/small/cities336_sm.jpg,/objects/thumbs/cities336_th.jpg
cities346,"Matt's Place pool hall. Grangeville, Idaho.",1916,,Man with cue is Mort Martin; behind the bar is Matt Geary,Grangeville,45.926645,-116.12404,interiors; pool halls,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-03c,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities346.jpg,image,/objects/cities346.jpg,/objects/small/cities346_sm.jpg,/objects/thumbs/cities346_th.jpg
cities349,"St. Joseph's Hospital. Lewiston, Idaho.",1920,yes,#2,Lewiston,46.415855,-117.016094,hospitals;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-3n,Engstrom's Studio,5x7 black and white glass negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities349.jpg,image,/objects/cities349.jpg,/objects/small/cities349_sm.jpg,/objects/thumbs/cities349_th.jpg
cities351,"Lewiston, Idaho Territory.",1862,,Possibly the first picture ever taken of Lewiston,Lewiston,46.417679,-116.990533,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4a,,4.5x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities351.jpg,image,/objects/cities351.jpg,/objects/small/cities351_sm.jpg,/objects/thumbs/cities351_th.jpg
cities352,"A.R. Trimble Saloon. Lewiston, Idaho.",1880,yes,,Lewiston,46.404034,-117.001846,saloons (bars);,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4b,,6x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities352.jpg,image,/objects/cities352.jpg,/objects/small/cities352_sm.jpg,/objects/thumbs/cities352_th.jpg
cities355,"Birdseye view of Lewiston, Idaho.",1889,,Buildings and sites identified on copy 2,Lewiston,46.420669,-117.0298,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4e,,7.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities355.jpg,image,/objects/cities355.jpg,/objects/small/cities355_sm.jpg,/objects/thumbs/cities355_th.jpg
cities360,"View of flood at corner of Fifth and Main Streets. Lewiston, Idaho.",1894,,,Lewiston,46.421477,-117.027164,main street; floods;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4i,,7x9 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities360.jpg,image,/objects/cities360.jpg,/objects/small/cities360_sm.jpg,/objects/thumbs/cities360_th.jpg
cities361,"East Main Street. Lewiston, Idaho.",1887,yes,,Lewiston,46.417793,-116.986767,panoramas; roads;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4h,,4.5x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities361.jpg,image,/objects/cities361.jpg,/objects/small/cities361_sm.jpg,/objects/thumbs/cities361_th.jpg
cities364,"Bell & Bollinger Royal Restaurant. Lewiston, Idaho.",1895,yes,,Lewiston,46.40086,-117.002378,restaurants;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4j,,7x9 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities364.jpg,image,/objects/cities364.jpg,/objects/small/cities364_sm.jpg,/objects/thumbs/cities364_th.jpg
cities368,"Interior of J.P. Fitzgerald Blacksmith Shop. Grangeville, Idaho.",1905,yes,,Grangeville,45.926645,-116.12404,interiors; smithies,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-05a,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities368.jpg,image,/objects/cities368.jpg,/objects/small/cities368_sm.jpg,/objects/thumbs/cities368_th.jpg
cities370,"Jack Banks riding Denver. Lewiston Roundup. Lewiston, Idaho.",1890,yes,,Lewiston,46.358535,-116.915967,horses;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-4q,Engstrom's Studio,5x7 black and white glass negative,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities370.jpg,image,/objects/cities370.jpg,/objects/small/cities370_sm.jpg,/objects/thumbs/cities370_th.jpg
cities376,"Harbor on the Snake River, Interior Warehouse Co. and several boats. Lewiston, Idaho.",1914,,From the files of C.J. Brosnan,Lewiston,46.407427,-117.035315,harbors;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-6,,6.75x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities376.jpg,image,/objects/cities376.jpg,/objects/small/cities376_sm.jpg,/objects/thumbs/cities376_th.jpg
cities387,"C. Weisgerber Brewery. Lewiston, Idaho.",1905,yes,,Lewiston,46.409184,-117.001734,breweries;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-8c,Philip Weisgerber,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities387.jpg,image,/objects/cities387.jpg,/objects/small/cities387_sm.jpg,/objects/thumbs/cities387_th.jpg
cities391,"Bottling room. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,,Lewiston,46.409184,-117.001734,breweries;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-8f,Philip Weisgerber,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities391.jpg,image,/objects/cities391.jpg,/objects/small/cities391_sm.jpg,/objects/thumbs/cities391_th.jpg
cities395,"Stock cellar. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,Brew master is checking contents of large aging vats,Lewiston,46.409184,-117.001734,breweries;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-8h,Philip Weisgerber,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities395.jpg,image,/objects/cities395.jpg,/objects/small/cities395_sm.jpg,/objects/thumbs/cities395_th.jpg
cities397,"Wash house on 1st floor. C. Weisgerber Brewery. Lewiston, Idaho.",1902,,Two men washing barrels in a large tub,Lewiston,46.409184,-117.001734,breweries;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-8i,Philip Weisgerber,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities397.jpg,image,/objects/cities397.jpg,/objects/small/cities397_sm.jpg,/objects/thumbs/cities397_th.jpg
cities399,"Peck Ferry looking north across the river. Peck, Idaho.",1912,,,Peck,46.49746,-116.427913,boats; panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-3f,Jim Lyle,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities399.jpg,image,/objects/cities399.jpg,/objects/small/cities399_sm.jpg,/objects/thumbs/cities399_th.jpg
cities400,"Peck Ferry. Peck, Idaho.",1912,,,Peck,46.49746,-116.427913,docks; panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-3g,Jim Lyle,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities400.jpg,image,/objects/cities400.jpg,/objects/small/cities400_sm.jpg,/objects/thumbs/cities400_th.jpg
cities401,"J. Arborgast, Cal Huddleston, and George Arnold, pioneers of Grangeville, Idaho.",1899,yes,,Grangeville,45.927751,-116.121325,pioneers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-06c,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities401.jpg,image,/objects/cities401.jpg,/objects/small/cities401_sm.jpg,/objects/thumbs/cities401_th.jpg
cities402,"Peck Ferry. Peck, Idaho.",1910-08-01,,"Dan Lyle, proprietor",Peck,46.49746,-116.427913,docks; panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-3h,Jim Lyle,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities402.jpg,image,/objects/cities402.jpg,/objects/small/cities402_sm.jpg,/objects/thumbs/cities402_th.jpg
cities404,"Peck Ferry. Peck, Idaho.",1910,,"Dan Lyle, proprietor, on the left",Peck,46.49746,-116.427913,docks; panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-004-3i,Jim Lyle,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities404.jpg,image,/objects/cities404.jpg,/objects/small/cities404_sm.jpg,/objects/thumbs/cities404_th.jpg
cities419,"Panoramic view of Salmon, Idaho.",1910,yes,,Salmon,45.176951,-113.897409,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-006-2a,Mrs. Harry Marsh,4.5x7.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities419.jpg,image,/objects/cities419.jpg,/objects/small/cities419_sm.jpg,/objects/thumbs/cities419_th.jpg
cities432,"Lewiston City Hall (1889- ). Lewiston, Idaho.",1897,,"City officials in front. L-R: E.L. Parker, John Rivers, Dr. J.B. Morris, T.S. Cantril, S.O. Tannahill, R.R. Steen, J. Hornaday, George E. Erb, Harry Lydon",Lewiston,46.417956,-117.018986,city halls;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-007-9a,Philip Weisgerber,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities432.jpg,image,/objects/cities432.jpg,/objects/small/cities432_sm.jpg,/objects/thumbs/cities432_th.jpg
cities448,"Business section. Boise City, Idaho Territory.",1866,,,Boise,43.616406,-116.202714,horse-drawn vehicles;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-008-07b,,7x9.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities448.jpg,image,/objects/cities448.jpg,/objects/small/cities448_sm.jpg,/objects/thumbs/cities448_th.jpg
cities449,"Picture made from painting of business section. Boise City, Idaho Territory.",1864,,,Boise,43.616406,-116.202714,bird's-eye views; horse-drawn vehicles;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-008-07a,,8x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities449.jpg,image,/objects/cities449.jpg,/objects/small/cities449_sm.jpg,/objects/thumbs/cities449_th.jpg
cities455,"Street scene. Wilson Mercantile Co. and Clarkia Mercantile. Clarkia, Idaho.",1888,yes,,Clarkia,47.011402,-116.253414,buildings; horses;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-009-1,Sara Annette Bowman Collection,6.5x8.25 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities455.jpg,image,/objects/cities455.jpg,/objects/small/cities455_sm.jpg,/objects/thumbs/cities455_th.jpg
cities461,Panoramic view of Lemhi Valley showing remains of Fort Lemhi. Idaho.,1903,,,Lemhi Valley,45.187977,-113.887845,panoramas,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-012-1a,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities461.jpg,image,/objects/cities461.jpg,/objects/small/cities461_sm.jpg,/objects/thumbs/cities461_th.jpg
cities462,Panoramic view of Lemhi Valley looking northwest. Idaho.,1903,,,Lemhi Valley,45.189923,-113.893611,panoramas; farms;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-012-1b,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities462.jpg,image,/objects/cities462.jpg,/objects/small/cities462_sm.jpg,/objects/thumbs/cities462_th.jpg
cities463,"Salmon-Redrock stage on the Continental Divide. Lemhi Valley, Idaho.",1903,,,Lemhi Valley,45.149282,-113.803554,stagecoaches,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-012-2a,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities463.jpg,image,/objects/cities463.jpg,/objects/small/cities463_sm.jpg,/objects/thumbs/cities463_th.jpg
cities464,"Salmon-Redrock stage on the Continental Divide. Lemhi Valley, Idaho.",1903,,Men looking at ground: Lewis W. Shurtliff and Frank Cannon,Lemhi Valley,45.147768,-113.801837,stagecoaches,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-012-2b,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities464.jpg,image,/objects/cities464.jpg,/objects/small/cities464_sm.jpg,/objects/thumbs/cities464_th.jpg
